search_term,app_name,bundle_id,developer_name,developer_url,support_url,genre,rating,track_view_url
bank,Green Dot - Mobile Banking,com.greendotcorp.mobilebanking,Green Dot Corporation,https://www.greendot.com/our-products#mobile,,Finance,3.44315,https://apps.apple.com/us/app/green-dot-mobile-banking/id437092808?uo=4
bank,FirstBank Mobile Banking App,com.efirstbank.mobilebanking,FirstBank Holding Company,https://efirstbank.com,,Finance,4.80907,https://apps.apple.com/us/app/firstbank-mobile-banking-app/id703216566?uo=4
bank,Santander Bank US,com.sovereign.santander.us.public..Personal-Banking,Santander Bank,,,Finance,4.74981,https://apps.apple.com/us/app/santander-bank-us/id613009563?uo=4
bank,Frost Bank,com.frostbank.mobileapp,Frost Bank,https://www.frostbank.com/Pages/Online-mobile-iphone.aspx,,Finance,4.93308,https://apps.apple.com/us/app/frost-bank/id605494138?uo=4
bank,GreenFi - Mobile Banking,com.aspiration.summit,"Mission Financial Partners, LLC",https://www.greenfi.com/,,Finance,4.70376,https://apps.apple.com/us/app/greenfi-mobile-banking/id1074342516?uo=4
bank,M&T Mobile Banking,com.mtb.mbanking10,M&T Bank,http://www.mtb.com/mobile,,Finance,4.87315,https://apps.apple.com/us/app/m-t-mobile-banking/id397761931?uo=4
bank,Wise - Global Money,com.transferwise.Transferwise,Wise Payments Ltd,https://wise.com/us/,,Finance,4.65994,https://apps.apple.com/us/app/wise-global-money/id612261027?uo=4
bank,BankMobile,com.higherone.mobile.ios.oneaccount,"BM TECHNOLOGIES, INC.",https://www.firstcarolinabank.com/bankmobile/home,,Finance,4.68175,https://apps.apple.com/us/app/bankmobile/id578435033?uo=4
bank,Synchrony Bank,com.syf.synchronybank,Synchrony Financial,https://www.synchronybank.com/,,Finance,4.83434,https://apps.apple.com/us/app/synchrony-bank/id1357695194?uo=4
bank,Porte: Mobile Banking,com.portebanking.porteapp,"Populus Financial Group, Inc",https://www.joinporte.com/,,Finance,4.82449,https://apps.apple.com/us/app/porte-mobile-banking/id1494730613?uo=4
bank,Found: Business Banking,app.indie.my,Indie Technologies Inc,https://found.com,,Finance,4.78728,https://apps.apple.com/us/app/found-business-banking/id1477267167?uo=4
bank,USAA Mobile,com.usaa.UsaaMobile,United Services Automobile Association,http://www.usaa.com/mobile,,Finance,4.80696,https://apps.apple.com/us/app/usaa-mobile/id312325565?uo=4
bank,myWisely: Mobile Banking,com.adp.wiselymobile,"ADP, Inc",https://www.mywisely.com,,Finance,4.67793,https://apps.apple.com/us/app/mywisely-mobile-banking/id1438858747?uo=4
finance,Yahoo Finance: Stocks & News,com.yahoo.finance,Yahoo Inc.,https://mobile.yahoo.com/finance,,Finance,4.75186,https://apps.apple.com/us/app/yahoo-finance-stocks-news/id328412701?uo=4
finance,Copilot: Track & Budget Money,com.copilot.production,"Copilot Money, Inc.",https://www.copilot.money,,Finance,4.75903,https://apps.apple.com/us/app/copilot-track-budget-money/id1447330651?uo=4
finance,Robinhood: Trading & Investing,com.robinhood.release.Robinhood,Robinhood Markets Inc,https://robinhood.com/,,Finance,4.27508,https://apps.apple.com/us/app/robinhood-trading-investing/id938003185?uo=4
finance,Rocket Money - Bills & Budgets,com.truebill.truebillnative,Rocket Money,https://www.rocketmoney.com/,,Finance,4.47858,https://apps.apple.com/us/app/rocket-money-bills-budgets/id1130616675?uo=4
finance,Fidelity Investments,com.fidelity.watchlist,Fidelity Investments,http://www.fidelity.com,,Finance,4.78669,https://apps.apple.com/us/app/fidelity-investments/id348177453?uo=4
finance,Bloomberg: Business News Daily,com.bloomberg.Bloomberg,Bloomberg Finance LP,http://www.bloomberg.com,,News,4.59096,https://apps.apple.com/us/app/bloomberg-business-news-daily/id281941097?uo=4
finance,Intuit Credit Karma,com.creditkarma.mobile,"Credit Karma, Inc.",https://www.creditkarma.com,,Finance,4.843,https://apps.apple.com/us/app/intuit-credit-karma/id519817714?uo=4
finance,Stocks,com.apple.stocks,Apple Inc.,,,Finance,4.55406,https://apps.apple.com/us/app/stocks/id1069512882?uo=4
finance,ChatGPT,com.openai.chat,"OpenAI OpCo, LLC",https://openai.com/chatgpt,,Productivity,4.85539,https://apps.apple.com/us/app/chatgpt/id6448311069?uo=4
finance,Tilt: Cash Advance & Credit,com.empower.finance,"Tilt Finance, Inc.",https://tilt.com/,,Finance,4.8472,https://apps.apple.com/us/app/tilt-cash-advance-credit/id1136397354?uo=4
finance,Webull: Investing & Trading,com.webull.trade,Webull Technologies Pte. Ltd.,https://www.webull.com,,Finance,4.70387,https://apps.apple.com/us/app/webull-investing-trading/id1179213067?uo=4
finance,Cash App,com.squareup.cash,"Block, Inc.",https://cash.app,,Finance,4.79157,https://apps.apple.com/us/app/cash-app/id711923939?uo=4
finance,CNBC: Stock Market & Business,com.nbcuni.cnbc.cnbcrtipad,Versant Media LLC,https://www.cnbc.com/,,News,4.71371,https://apps.apple.com/us/app/cnbc-stock-market-business/id398018310?uo=4
finance,Acorns: Invest For Your Future,com.acorns.investor,Acorns Grow Incorporated,http://www.acorns.com,,Finance,4.74714,https://apps.apple.com/us/app/acorns-invest-for-your-future/id883324671?uo=4
finance,Chime – Mobile Banking,com.1debit.ChimeProdApp,"Chime Financial, Inc.",http://www.chime.com/,,Finance,4.8234,https://apps.apple.com/us/app/chime-mobile-banking/id836215269?uo=4
finance,True Finance: Cash Advance,com.jointrue.app,True Finance LLC,http://jointrue.com/,,Finance,4.76994,https://apps.apple.com/us/app/true-finance-cash-advance/id6443564349?uo=4
finance,"SoFi: Bank, Invest & Crypto",com.sofi.mobile,"Social Finance, LLC",https://www.sofi.com,,Finance,4.74998,https://apps.apple.com/us/app/sofi-bank-invest-crypto/id1191985736?uo=4
finance,NerdWallet: Smart Money App,org.reactjs.native.example.MobileCreditCards,"Nerdwallet, Inc.",https://www.nerdwallet.com,,Finance,4.83205,https://apps.apple.com/us/app/nerdwallet-smart-money-app/id1174471607?uo=4
finance,"Affirm: Buy now, pay over time",com.affirm.recharge,"Affirm, Inc",http://www.affirm.com,,Shopping,4.86639,https://apps.apple.com/us/app/affirm-buy-now-pay-over-time/id967040652?uo=4
finance,Venmo,net.kortina.labs.Venmo,"The Delancey Corporation, LLC",https://venmo.com/,,Finance,4.85218,https://apps.apple.com/us/app/venmo/id351727428?uo=4
finance,"Dave: Credit, Cash & Money App",com.trydave.dave,"Dave, Inc",https://dave.com,,Finance,4.78899,https://apps.apple.com/us/app/dave-credit-cash-money-app/id1193801909?uo=4
finance,Financial Times: Business News,com.ft.ft-app-ios,Financial Times Ltd.,https://www.ft.com/tour/apps,,News,4.81911,https://apps.apple.com/us/app/financial-times-business-news/id1200842933?uo=4
finance,Capital One Mobile,com.capitalone.enterprisemobilebanking,"Capital One Services, LLC",https://www.capitalone.com/applications/mobile/,,Finance,4.85044,https://apps.apple.com/us/app/capital-one-mobile/id407558537?uo=4
finance,The Wall Street Journal. News,com.dowjones.WSJ.ipad,"Dow Jones & Company, Inc., publisher of The Wall Street Journal.",https://platforms.wsj.com/,,News,4.70648,https://apps.apple.com/us/app/the-wall-street-journal-news/id364387007?uo=4
finance,Chase Mobile®: Bank & Invest,com.chase,"JPMorgan Chase Bank, NA",https://www.chase.com/online/services/mobile-banking.htm,,Finance,4.84143,https://apps.apple.com/us/app/chase-mobile-bank-invest/id298867247?uo=4
finance,"The Economist - News, Podcasts",com.economist.lamarr,The Economist Newspaper Group Inc.,https://www.economist.com,,News,4.87133,https://apps.apple.com/us/app/the-economist-news-podcasts/id1239397626?uo=4
finance,"PayPal - Pay, Send, Save",com.yourcompany.PPClient,"PayPal, Inc.",https://www.paypal.com/mobile,,Finance,4.78277,https://apps.apple.com/us/app/paypal-pay-send-save/id283646709?uo=4
finance,Possible: Fast Cash & Credit,com.possiblefinance.mobileios,Possible Financial Inc,https://www.possiblefinance.com,,Finance,4.79006,https://apps.apple.com/us/app/possible-fast-cash-credit/id1380384597?uo=4
finance,TradingView: Track All Markets,com.tradingview.tradingviewapp,"TradingView, Inc.",https://www.tradingview.com/about/,,Finance,4.84921,https://apps.apple.com/us/app/tradingview-track-all-markets/id1205990992?uo=4
finance,Monarch: Budget & Track Money,com.monarchmoney.mobile,"Monarch Money, Inc.",https://www.monarchmoney.com,,Finance,4.88862,https://apps.apple.com/us/app/monarch-budget-track-money/id1459319842?uo=4
finance,Barron’s - Investing Insights,com.dowjones.Barrons.ipad,"Dow Jones & Company, Inc., publisher of The Wall Street Journal.",http://online.barrons.com/public/page/ipad.html,,News,4.61483,https://apps.apple.com/us/app/barrons-investing-insights/id409882593?uo=4
finance,MarketWatch - News & Data,com.dowjones.mktw,"Dow Jones & Company, Inc., publisher of The Wall Street Journal.",https://www.marketwatch.com,,Finance,4.68614,https://apps.apple.com/us/app/marketwatch-news-data/id336693422?uo=4
finance,Experian®,com.experian.experianapp,"CONSUMERINFO.COM, INC.",http://www.experian.com/?pc=map_exp_ecwapp,,Finance,4.84476,https://apps.apple.com/us/app/experian/id1087101090?uo=4
finance,Vola: Cash Advance & Credit,com.volaloans.checler,Checler Inc,https://volafinance.com,,Finance,4.56687,https://apps.apple.com/us/app/vola-cash-advance-credit/id1275913039?uo=4
finance,Brigit: Cash Advance & Credit,com.hellobrigit.Brigit,Bridge It Inc,https://hellobrigit.com,,Finance,4.83495,https://apps.apple.com/us/app/brigit-cash-advance-credit/id1341884073?uo=4
finance,Discover Mobile,com.discoverfinancial.mobile,Discover Financial Services,http://www.discover.com/mobile,,Finance,4.86045,https://apps.apple.com/us/app/discover-mobile/id338010821?uo=4
finance,OnePay – Mobile Banking,com.onefinance.one,"One Finance, Inc.",https://onepay.com,,Finance,4.85412,https://apps.apple.com/us/app/onepay-mobile-banking/id1494523953?uo=4
finance,Schwab Mobile,com.schwab.schwabmobile,The Charles Schwab Corporation,http://www.schwab.com,,Finance,4.77969,https://apps.apple.com/us/app/schwab-mobile/id407358186?uo=4
finance,MoneyLion: Banking & Cash Back,com.MoneyLion.MoneyLion,MoneyLion Inc,https://www.moneylion.com/,,Finance,4.77675,https://apps.apple.com/us/app/moneylion-banking-cash-back/id1064677082?uo=4
finance,Beem: Cash Advance & Banking,com.useline.line,"Line Financial, Pbc",https://trybeem.com/,,Finance,4.10041,https://apps.apple.com/us/app/beem-cash-advance-banking/id1525101476?uo=4
finance,"Vanguard: Save, Invest, Retire",com.vanguard.app,"The Vanguard Group, Inc.",http://www.vanguard.com,,Finance,4.64975,https://apps.apple.com/us/app/vanguard-save-invest-retire/id335186209?uo=4
finance,Upstart: Personal Loans + More,com.upstart.mobile,"Upstart Network, Inc.",https://www.upstart.com/,,Finance,4.9018,https://apps.apple.com/us/app/upstart-personal-loans-more/id6450968733?uo=4
finance,Stocktwits,com.stocktwits.StockTwits,"StockTwits, Inc.",http://www.stocktwits.com,,Finance,4.80408,https://apps.apple.com/us/app/stocktwits/id389157776?uo=4
finance,Bank of America Mobile Banking,com.bankofamerica.BofA,Bank of America,,,Finance,4.81353,https://apps.apple.com/us/app/bank-of-america-mobile-banking/id284847138?uo=4
finance,Amex,com.americanexpress.amexservice,American Express,http://www.americanexpress.com/mobile,,Finance,4.88114,https://apps.apple.com/us/app/amex/id362348516?uo=4
finance,EveryDollar: Budget Management,com.everydollar.EveryDollar,The Lampo Group Incorporated,https://www.ramseysolutions.com/ramseyplus/everydollar,,Finance,4.73607,https://apps.apple.com/us/app/everydollar-budget-management/id942571931?uo=4
finance,Marcus by Goldman Sachs®,com.marcus.ios,Goldman Sachs,http://www.marcus.com/,,Finance,4.85737,https://apps.apple.com/us/app/marcus-by-goldman-sachs/id1489511701?uo=4
wallet,Apple Wallet,com.apple.Passbook,Apple Inc.,https://www.apple.com/wallet/,,Finance,4.76769,https://apps.apple.com/us/app/apple-wallet/id1160481993?uo=4
wallet,Wallet - Daily Budget & Profit,com.budgetbakers.BudgetBakers,BudgetBakers s.r.o.,http://www.budgetbakers.com,,Finance,4.56906,https://apps.apple.com/us/app/wallet-daily-budget-profit/id1032467659?uo=4
wallet,MyCardWallet.,com.blackhawk.myprepaidcenter,Blackhawk Network,,,Finance,4.82531,https://apps.apple.com/us/app/mycardwallet/id1230221247?uo=4
wallet,Base: Formerly Coinbase Wallet,org.toshi.distribution,Coinbase Wallet,https://base.app,,Finance,4.55304,https://apps.apple.com/us/app/base-formerly-coinbase-wallet/id1278383455?uo=4
wallet,MetaMask: Crypto & Web3 Wallet,io.metamask.MetaMask,ConsenSys AG,https://metamask.io/,,Finance,4.73649,https://apps.apple.com/us/app/metamask-crypto-web3-wallet/id1438144202?uo=4
wallet,Phantom - Trade Markets,app.phantom,Phantom Technologies Incorporated,https://phantom.com,,Utilities,4.79675,https://apps.apple.com/us/app/phantom-trade-markets/id1598432977?uo=4
wallet,"Coinbase: Buy BTC, ETH, SOL",com.vilcsak.bitcoin2,"Coinbase, Inc.",http://www.coinbase.com,,Finance,4.68018,https://apps.apple.com/us/app/coinbase-buy-btc-eth-sol/id886427730?uo=4
wallet,Exodus: Crypto Bitcoin Wallet,exodus-movement.exodus,Exodus Movement Inc,https://exodus.com/mobile,,Finance,4.59879,https://apps.apple.com/us/app/exodus-crypto-bitcoin-wallet/id1414384820?uo=4
wallet,SafePal: Crypto Wallet BTC NFT,walletapp.safepal.io,SAFEPAL LTD.,https://www.safepal.com,,Finance,4.74532,https://apps.apple.com/us/app/safepal-crypto-wallet-btc-nft/id1548297139?uo=4
wallet,Tonkeeper — TON Wallet,com.jbig.tonkeeper,TON APPS UK LTD,https://tonkeeper.com,,Finance,4.50539,https://apps.apple.com/us/app/tonkeeper-ton-wallet/id1587742107?uo=4
wallet,Pass2U Wallet - Add store card,net.pass2u.wallet,MicroMacro Mobile Inc.,https://www.pass2u.net/apple-wallet,,Shopping,4.26363,https://apps.apple.com/us/app/pass2u-wallet-add-store-card/id1142473931?uo=4
wallet,Crypto.com: Onchain Wallet,com.defi.wallet,Onchain Wallet Limited,https://crypto.com/onchain,,Finance,4.75115,https://apps.apple.com/us/app/crypto-com-onchain-wallet/id1512048310?uo=4
wallet,Ledger Wallet™ crypto app,com.ledger.live,Ledger SAS,https://www.ledger.com/ledger-live,,Finance,4.8566,https://apps.apple.com/us/app/ledger-wallet-crypto-app/id1361671700?uo=4
wallet,"Bitget Wallet: Bitcoin, Crypto",com.bitkeep.os,BitKeep Global Inc.,https://web3.bitget.com,,Finance,4.68506,https://apps.apple.com/us/app/bitget-wallet-bitcoin-crypto/id1395301115?uo=4
wallet,Atomic Wallet,atomicwallet,ATOMIC PROTOCOL SYSTEMS OU,https://atomicwallet.io/,,Finance,4.40144,https://apps.apple.com/us/app/atomic-wallet/id1478257827?uo=4
wallet,Uniswap: Crypto & NFT Wallet,com.uniswap.mobile,Universal Navigation Inc.,https://wallet.uniswap.org/,,Finance,4.8491,https://apps.apple.com/us/app/uniswap-crypto-nft-wallet/id6443944476?uo=4
wallet,Blockchain: Buy Bitcoin,com.rainydayapps.Blockchain,Blockchain-UK Limited,https://www.blockchain.com/wallet,,Finance,4.70826,https://apps.apple.com/us/app/blockchain-buy-bitcoin/id493253309?uo=4
wallet,"Bitcoin.com Wallet: Buy, sell",com.bitcoin.mwallet,Saint Bitts LLC,https://wallet.bitcoin.com/,,Finance,4.67329,https://apps.apple.com/us/app/bitcoin-com-wallet-buy-sell/id1252903728?uo=4
wallet,Tangem - Crypto wallet,com.tangem.Tangem,Tangem AG,,,Finance,4.8894,https://apps.apple.com/us/app/tangem-crypto-wallet/id1354868448?uo=4
wallet,"PayPal - Pay, Send, Save",com.yourcompany.PPClient,"PayPal, Inc.",https://www.paypal.com/mobile,,Finance,4.78277,https://apps.apple.com/us/app/paypal-pay-send-save/id283646709?uo=4
wallet,JustPay Wallet,com.decardag.justpay,DECARD Group AG,https://decard.io,,Finance,5.0,https://apps.apple.com/us/app/justpay-wallet/id1669456689?uo=4
wallet,OKX: Buy Bitcoin BTC & Crypto,com.okex.OKExAppstoreFull,OKX MALTA LTD,https://www.okx.com/download,,Finance,4.61589,https://apps.apple.com/us/app/okx-buy-bitcoin-btc-crypto/id1327268470?uo=4
wallet,Folio: Digital Wallet App,com.folioltd.app,Folio Technologies Limited,https://folio.id,,Productivity,4.70037,https://apps.apple.com/us/app/folio-digital-wallet-app/id1266382717?uo=4
wallet,OBWallet,com.dssq.obwallet,JXJL Inc.,,,Utilities,5.0,https://apps.apple.com/us/app/obwallet/id6449669390?uo=4
wallet,Puzzle - Aleo Wallet,com.medici.puzzle,Medici Collective Co,https://puzzle.online/,,Utilities,4.54288,https://apps.apple.com/us/app/puzzle-aleo-wallet/id6450268321?uo=4
wallet,RICE: Your Crypto Wallet,com.rice.wallet,RICE TECHNOLOGIES PTE. LTD.,https://ricewallet.ai,,Finance,4.45098,https://apps.apple.com/us/app/rice-your-crypto-wallet/id1601004738?uo=4
wallet,DeBox: Messenger Crypto Wallet,space.debox.ios,DEBOX GLOBAL LTD,,,Social Networking,4.74444,https://apps.apple.com/us/app/debox-messenger-crypto-wallet/id6444485220?uo=4
wallet,Spell Wallet,spellwallet,Spell Labs LLC,,,Utilities,4.81004,https://apps.apple.com/us/app/spell-wallet/id6742400366?uo=4
wallet,StarKey Wallet,com.starkeywallet,Unity Chain Inc,,,Finance,4.16279,https://apps.apple.com/us/app/starkey-wallet/id6636478764?uo=4
wallet,Nabox: BTC & ETH Web3 Wallet,com.nabox.v3,HASHTREE INTERNATIONAL GROUP LIMITED,,,Utilities,4.38462,https://apps.apple.com/us/app/nabox-btc-eth-web3-wallet/id6443821021?uo=4
wallet,EVER Wallet: Everscale,com.broxus.crystal.app,Finstream OU,,,Finance,4.57143,https://apps.apple.com/us/app/ever-wallet-everscale/id1581310780?uo=4
wallet,Pass4Wallet - store cards,com.girappe.ToPass,Andrzej Michnia GirAppe Studio,,,Utilities,4.47788,https://apps.apple.com/us/app/pass4wallet-store-cards/id1423106610?uo=4
wallet,Robinhood Wallet: Swap Crypto,com.robinhood.release.Gateway,Robinhood Markets Inc,https://robinhood.com/web3-wallet,,Finance,4.65027,https://apps.apple.com/us/app/robinhood-wallet-swap-crypto/id1634080733?uo=4
wallet,Moonshine Wallet,com.kisswallet,Ferryman Fin LLC,https://moonshinewallet.com/,,Finance,5.0,https://apps.apple.com/us/app/moonshine-wallet/id1449385577?uo=4
wallet,Gaya: AI Crypto Wallet,com.gayaTest.live,Blockmob Labs Limited,,,Finance,4.27419,https://apps.apple.com/us/app/gaya-ai-crypto-wallet/id6741714278?uo=4
wallet,Airbitz - Bitcoin Wallet,co.airbitz.airbitz,Airbitz Inc,http://airbitz.co,,Finance,3.84146,https://apps.apple.com/us/app/airbitz-bitcoin-wallet/id843536046?uo=4
wallet,TuumIO Wallet,care.solve.B2C,Solve.Care Foundation OU,https://tuumio.com,,Health & Fitness,4.5,https://apps.apple.com/us/app/tuumio-wallet/id1434240426?uo=4
wallet,Stargazer Wallet,io.constellationnetwork.stargazer.mobile,"CONSTELLATION NETWORK, INC",https://constellationnetwork.io/stargazer-wallet/,,Finance,4.50331,https://apps.apple.com/us/app/stargazer-wallet/id1612326452?uo=4
wallet,Tonhub: Crypto Wallet & Card,com.tonhub.app,Whales Corp,https://tonhub.com,,Finance,4.46296,https://apps.apple.com/us/app/tonhub-crypto-wallet-card/id1607656232?uo=4
wallet,NEAR Mobile - Crypto Wallet,com.peersyst.nearmobilewallet,Peersyst Technology SL,https://nearmobile.app/,,Finance,4.4963,https://apps.apple.com/us/app/near-mobile-crypto-wallet/id6443501225?uo=4
wallet,Vesseo: Your USDC Wallet,io.sunship.app,"SUNSHIP, INC.",https://vesseoapp.com,,Finance,4.65217,https://apps.apple.com/us/app/vesseo-your-usdc-wallet/id1514223107?uo=4
wallet,Beem - Digital Wallet,it.beem.app,DIGITAL WALLET PTY LTD,,,Finance,4.73154,https://apps.apple.com/us/app/beem-digital-wallet/id1363864739?uo=4
wallet,Stack Wallet by Cypher Stack,com.cypherstack.stackwallet,Cypher Stack LLC,https://stackwallet.com/,,Finance,4.36364,https://apps.apple.com/us/app/stack-wallet-by-cypher-stack/id1634811534?uo=4
wallet,"Holdstation Wallet: Crypto, AI",io.holdstation.lite,HOLDSTATION STOCK COMPANY,https://holdstation.com,,Finance,4.54717,https://apps.apple.com/us/app/holdstation-wallet-crypto-ai/id6444925618?uo=4
wallet,MEPS National Wallet,com.progressoft.nwallet.customer,MIDDLE EAST PAYMENT SERVICES LTD,https://mepspay.com,,Finance,5.0,https://apps.apple.com/us/app/meps-national-wallet/id1541522152?uo=4
payment,Payment: Stripe Tap to Pay,com.Nudge.Pay,PocketVendor Inc,https://paymentforstripe.com,,Business,4.80087,https://apps.apple.com/us/app/payment-stripe-tap-to-pay/id953273985?uo=4
payment,"PayPal - Pay, Send, Save",com.yourcompany.PPClient,"PayPal, Inc.",https://www.paypal.com/mobile,,Finance,4.78277,https://apps.apple.com/us/app/paypal-pay-send-save/id283646709?uo=4
